New Translation Key,English Source Text,Files To Update (replace hardcoded text with t(key))
dashboard.orders.selectStatus,Select status,src/app/pages/dashboard/Orders.tsx; src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.orders.shippingAddress,Shipping Address,src/app/pages/dashboard/Orders.tsx
dashboard.orders.shippingAddressPlaceholder,"Street, City, State, PIN",src/app/pages/dashboard/Orders.tsx
dashboard.orders.shippingFlatRate,Shipping (flat rate),src/app/pages/dashboard/Orders.tsx
dashboard.orders.subtotal,Subtotal,src/app/pages/Cart.tsx; src/app/pages/Checkout.tsx; src/app/pages/OrderConfirmed.tsx; src/app/pages/dashboard/Orders.tsx
dashboard.orders.trackingInformation,Tracking Information,src/app/pages/dashboard/Orders.tsx
dashboard.orders.trackingNumber,Tracking Number,src/app/pages/dashboard/Orders.tsx
dashboard.orders.trackingNumberPlaceholder,Enter tracking number,src/app/pages/dashboard/Orders.tsx
dashboard.orders.transactionRefOptional,Transaction reference (optional),src/app/pages/dashboard/Orders.tsx
dashboard.orders.unitPrice,Unit Price,src/app/pages/dashboard/Orders.tsx
dashboard.orders.weight,Weight,src/app/pages/Subscribe.tsx; src/app/pages/dashboard/Orders.tsx
dashboard.productLines.ctaButtonPlaceholder,Browse Collection,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.ctaButtonText,CTA Button Text,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.ctaDescPlaceholder,A short blurb for the CTA section...,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.ctaDescription,CTA Description,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.ctaLink,CTA Link,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.ctaOptional,Call to Action (Optional),src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.ctaTitle,CTA Title,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.ctaTitlePlaceholder,Ready to explore?,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.deleteConfirm,Delete Product Line?,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.descPlaceholder,Briefly describe this product line...,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.heroHeadline,Hero Headline,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.heroHeadlinePlaceholder,The finest green teas from Himalayan gardens,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.imageUrlPlaceholder,https://...,src/app/pages/dashboard/Blog.tsx; src/app/pages/dashboard/BrewingGuidesAdmin.tsx; src/app/pages/dashboard/CollectionsAdmin.tsx; src/app/pages/dashboard/ProductLines.tsx; src/app/pages/dashboard/Products.tsx
dashboard.productLines.line,Line,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.manageDesc,Manage your tea product lines and their sections,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.namePlaceholder,Green Tea Collection,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.slug,Slug,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.slugPlaceholder,green-tea,src/app/pages/dashboard/ProductLines.tsx
dashboard.productLines.themeColor,Theme Color,src/app/pages/dashboard/ProductLines.tsx
dashboard.products.allProductLines,All Product Lines,src/app/pages/dashboard/Products.tsx
dashboard.products.deleteConfirmTitle,Delete Product?,src/app/pages/dashboard/Products.tsx
dashboard.products.descriptionLabel,Description,src/app/pages/dashboard/Products.tsx
dashboard.products.descriptionPlaceholder,Product description,src/app/pages/dashboard/Products.tsx
dashboard.products.imageUrlPlaceholder,https://...,src/app/pages/dashboard/Blog.tsx; src/app/pages/dashboard/BrewingGuidesAdmin.tsx; src/app/pages/dashboard/CollectionsAdmin.tsx; src/app/pages/dashboard/ProductLines.tsx; src/app/pages/dashboard/Products.tsx
dashboard.products.markBestseller,Mark as Bestseller,src/app/pages/dashboard/Products.tsx
dashboard.products.namePlaceholder,"e.g., Premium Green Tea",src/app/pages/dashboard/Products.tsx
dashboard.products.priceRs,Price (Rs.),src/app/pages/dashboard/Products.tsx
dashboard.products.productImage,Product Image,src/app/pages/dashboard/Products.tsx
dashboard.products.productLine,Product Line,src/app/pages/dashboard/Products.tsx
dashboard.products.reorderPoint,Reorder Point,src/app/pages/dashboard/Products.tsx
dashboard.products.searchPlaceholder,Search products...,src/app/pages/dashboard/CollectionsAdmin.tsx; src/app/pages/dashboard/Inventory.tsx; src/app/pages/dashboard/Products.tsx
dashboard.products.selectProductLine,Select product line,src/app/pages/dashboard/Products.tsx
dashboard.products.sku,SKU,src/app/pages/dashboard/Products.tsx
dashboard.products.skuPlaceholderAlt,TEA-001,src/app/pages/dashboard/Products.tsx
dashboard.products.stockQuantity,Stock Quantity,src/app/pages/dashboard/Products.tsx
dashboard.purchaseOrders.add,Add,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.addItem,Add item,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.deleteConfirm,Delete Purchase Order?,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.expectedDelivery,Expected Delivery,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.items,Items,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.manageDesc,Manage your supplier purchase orders,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.markReceived,Mark as Received,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.notesOptional,Notes (Optional),src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.notesPlaceholder,Additional notes...,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.orderDate,Order Date,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.poNumber,PO Number,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.poNumberPlaceholder,PO-2024-001,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.pricePlaceholder,Price,src/app/pages/dashboard/Inventory.tsx; src/app/pages/dashboard/Products.tsx; src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.qty,Qty,src/app/pages/dashboard/Orders.tsx; src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.qtyPlaceholder,Qty,src/app/pages/dashboard/Orders.tsx; src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.searchPlaceholder,Search by PO number or supplier...,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.selectProduct,Select product,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.supplier,Supplier,src/app/pages/dashboard/Inventory.tsx; src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.supplierNamePlaceholder,Supplier name,src/app/pages/dashboard/Inventory.tsx; src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.purchaseOrders.unit,Unit,src/app/pages/dashboard/PurchaseOrders.tsx
dashboard.reviews.approved,Approved,src/app/pages/dashboard/Reviews.tsx
dashboard.reviews.deleteConfirm,Delete Review?,src/app/pages/dashboard/Reviews.tsx
dashboard.reviews.manageDesc,Manage customer reviews and feedback,src/app/pages/dashboard/Reviews.tsx
dashboard.reviews.noneFound,No reviews found,src/app/pages/dashboard/Reviews.tsx
dashboard.reviews.pending,Pending,src/app/pages/dashboard/Reviews.tsx
dashboard.reviews.rejected,Rejected,src/app/pages/dashboard/Reviews.tsx
dashboard.settings.currency,Currency,src/app/pages/dashboard/Settings.tsx
dashboard.settings.defaultReorderPoint,Default Reorder Point,src/app/pages/dashboard/Settings.tsx
dashboard.settings.defaultReorderPointPlaceholder,Default reorder point for new products,src/app/pages/dashboard/Settings.tsx
dashboard.settings.emailNotifications,Email Notifications,src/app/pages/dashboard/Settings.tsx
dashboard.settings.emailNotificationsDesc,Receive email updates for new orders to store email,src/app/pages/dashboard/Settings.tsx
dashboard.settings.flatShippingRatePlaceholder,Flat rate for shipping (0 for free),src/app/pages/dashboard/Settings.tsx
dashboard.settings.gstNumber,GST Number,src/app/pages/dashboard/Settings.tsx
dashboard.settings.gstNumberPlaceholder,"e.g., 27AABCU9603R1ZX",src/app/pages/dashboard/Settings.tsx
dashboard.settings.inventorySettings,Inventory Settings,src/app/pages/dashboard/Settings.tsx
dashboard.settings.language,Language,src/app/pages/dashboard/Settings.tsx
dashboard.settings.languages.english,English,src/app/pages/dashboard/Settings.tsx
dashboard.settings.languages.gujarati,Gujarati,src/app/pages/dashboard/Settings.tsx
dashboard.settings.languages.hindi,Hindi,src/app/pages/dashboard/Settings.tsx
dashboard.settings.languages.nepali,Nepali,src/app/pages/dashboard/Settings.tsx
dashboard.settings.lowStockAlerts,Low Stock Alerts,src/app/pages/dashboard/Settings.tsx
dashboard.settings.lowStockAlertsDesc,Alert when product stock falls below threshold,src/app/pages/dashboard/Settings.tsx
dashboard.settings.lowStockThreshold,Low Stock Threshold,src/app/pages/dashboard/Settings.tsx
dashboard.settings.lowStockThresholdPlaceholder,Alert when stock is below this number,src/app/pages/dashboard/Settings.tsx
dashboard.settings.manageDesc,Manage your store settings,src/app/pages/dashboard/Settings.tsx
dashboard.settings.nepaleseRupee,Nepalese Rupee (Rs.),src/app/pages/dashboard/Settings.tsx
dashboard.settings.notifications,Notifications,src/app/pages/dashboard/Settings.tsx
dashboard.settings.orderNotifications,Order Notifications,src/app/pages/dashboard/Settings.tsx
dashboard.settings.orderNotificationsDesc,Get notified when new orders are placed,src/app/pages/dashboard/Settings.tsx
dashboard.settings.paymentQrCode,Payment QR Code,src/app/pages/OrderConfirmed.tsx; src/app/pages/dashboard/Settings.tsx
dashboard.settings.paymentTaxSettings,Payment & Tax Settings,src/app/pages/dashboard/Settings.tsx
dashboard.settings.storeInformation,Store Information,src/app/pages/dashboard/Settings.tsx
dashboard.settings.storeName,Store Name,src/app/pages/dashboard/Settings.tsx
dashboard.settings.taxRate,Tax Rate (%),src/app/pages/dashboard/Settings.tsx
dashboard.settings.timeZone,Time Zone,src/app/pages/dashboard/Settings.tsx
dashboard.settings.units.grams,Grams (g),src/app/pages/dashboard/Settings.tsx
dashboard.settings.units.kilograms,Kilograms (kg),src/app/pages/dashboard/Settings.tsx
dashboard.settings.units.ounces,Ounces (oz),src/app/pages/dashboard/Settings.tsx
dashboard.settings.units.pounds,Pounds (lb),src/app/pages/dashboard/Settings.tsx
dashboard.settings.utc,UTC,src/app/pages/dashboard/Settings.tsx
dashboard.settings.weightUnit,Weight Unit,src/app/pages/dashboard/Settings.tsx
hero.imageAlt,Hero section,src/app/components/Hero.tsx
hero.tagline,Steeped in Grace,src/app/components/Hero.tsx
nav.searchPlaceholder,"Search teas, origins, types…",src/app/components/Navigation.tsx
order.paymentQrAlt,Payment QR Code,src/app/pages/OrderConfirmed.tsx; src/app/pages/dashboard/Settings.tsx
order.summary.shipping,Shipping,src/app/pages/Cart.tsx; src/app/pages/Checkout.tsx; src/app/pages/OrderConfirmed.tsx
order.summary.subtotal,Subtotal,src/app/pages/Cart.tsx; src/app/pages/Checkout.tsx; src/app/pages/OrderConfirmed.tsx; src/app/pages/dashboard/Orders.tsx
order.summary.tax,Tax,src/app/pages/OrderConfirmed.tsx
order.summary.total,Total,src/app/pages/Cart.tsx; src/app/pages/Checkout.tsx; src/app/pages/CustomerAccount.tsx; src/app/pages/OrderConfirmed.tsx; src/app/pages/dashboard/Analytics.tsx; src/app/pages/dashboard/PurchaseOrders.tsx
password.startOver,Please start the password reset process again.,src/app/pages/VerifyReset.tsx
productDetail.loading,Loading product...,src/app/products/[id]/page.tsx
productDetail.noReviewsYet,No reviews yet. Be the first to review this product!,src/app/pages/ProductDetail.tsx
productDetail.share.button,Share,src/app/pages/ProductDetail.tsx
productDetail.share.copyLink,Copy product link,src/app/pages/ProductDetail.tsx
productDetail.share.facebook,Share on Facebook,src/app/pages/ProductDetail.tsx
productDetail.share.linkedin,Share on LinkedIn,src/app/pages/ProductDetail.tsx
productDetail.share.native,Share via native share dialog,src/app/pages/ProductDetail.tsx
productDetail.share.title,Share this product,src/app/pages/ProductDetail.tsx
productDetail.share.twitter,Share on X (Twitter),src/app/pages/ProductDetail.tsx
productDetail.share.whatsapp,Share on WhatsApp,src/app/pages/ProductDetail.tsx
products.searchPlaceholder,Search products or origin…,src/app/pages/ProductsCatalog.tsx
products.sort.featured,Featured,src/app/pages/ProductsCatalog.tsx
products.sort.topRated,Top Rated,src/app/pages/ProductsCatalog.tsx
sourcing.imageAlt,Tea plantation in Nepal,src/app/pages/Sourcing.tsx
subscribe.teasLabel,Teas,src/app/pages/Subscribe.tsx
subscribe.weightLabel,Weight,src/app/pages/Subscribe.tsx; src/app/pages/dashboard/Orders.tsx
wholesale.acrossTheWorld,Across the World,src/app/pages/Wholesale.tsx
wholesale.brand.godgiftedDal,Godgifted Dal,src/app/pages/Wholesale.tsx
wholesale.brand.himmatTea,Himmat Tea,src/app/pages/Wholesale.tsx
wholesale.businessEmailPlaceholder,you@business.com,src/app/pages/Wholesale.tsx
wholesale.businessNamePlaceholder,Your business name,src/app/pages/Wholesale.tsx
wholesale.businessType.distributor,Distributor,src/app/pages/Wholesale.tsx
wholesale.businessType.hotel,Hotel / Resort,src/app/pages/Wholesale.tsx
wholesale.businessType.onlineStore,Online Store,src/app/pages/Wholesale.tsx
wholesale.businessType.other,Other,src/app/pages/Checkout.tsx; src/app/pages/Wholesale.tsx
wholesale.businessType.restaurant,Restaurant,src/app/pages/Wholesale.tsx
wholesale.businessType.retailer,Retailer,src/app/pages/Wholesale.tsx
wholesale.cafeImageAlt,Café wholesale partner,src/app/pages/Wholesale.tsx
wholesale.countryPlaceholder,e.g. United Kingdom,src/app/pages/Wholesale.tsx
wholesale.fullNamePlaceholder,Your full name,src/app/pages/Careers.tsx; src/app/pages/Wholesale.tsx
wholesale.under1kg,Under 1 kg,src/app/pages/Wholesale.tsx
wishlist.removeItem,Remove from Wishlist,src/app/pages/Wishlist.tsx
